primary_media,depth,creditline,display_date,width,invno,medium,id,title,classification,people,dimensions,description,height,onview,collection,dominantColor
/internal/media/dispatcher/92/resize%25253Aformat%25253Dthumbnail,24.448,"Gift of Leo S. Figiel, M.D. and Jane Figiel",early 19th century,not found in JSON,85.0151,wood and stain,10845,Bodhidharma,Art Works,not found in JSON,Overall: 9 5/8 x 4 x 3 3/4 in. (24.4 x 10.2 x 9.5 cm),"Known in Chinese as Damo, he is documented as the first patriarch of Chan (Japanese: Zen) Buddhism. Damo was an Indian Buddhist monk who arrived in south China by sea around the year 520. Shortly after his arrival, he had an audience with Emperor Wu Di of the Liang dynasty, whom he offended by discoursing on how far the emperor had strayed from the path to true enlightenment. He travelled north and founded his own sect and the Shaolin Temple near Mount Song in Henan province where he taught that enlightenment could be attained through chan, or meditation. Legends about Damo are closely related to the way he is depicted. He is said to have meditated with intense concentration for nine years while facing a wall of a cave near the Shaolin temple he founded. He is, therefore, depicted with a large forehead and intensely bulging eyes symbolizing his concentration, wisdom, soberness, and dedication. He is also often depicted crossing the Yangzi River on a reed, indicating his weightless",9.525,1,Asia,#1f1611
/internal/media/dispatcher/20121/resize%25253Aformat%25253Dthumbnail,26.988,Gift of The Rubin - Ladd Foundation,late 18th century or early 19th century,not found in JSON,2008.39.31,stone,25693,"The Bodhisattva, Avalokiteshvara or Guanyin",Art Works,Artist Unknown,Overall: 10 5/8 x 6 1/8 x 4 5/8 in. (27 x 15.6 x 11.7 cm),not found in JSON,11.748,1,Asia,#eeeeee
/internal/media/dispatcher/1014/resize%25253Aformat%25253Dthumbnail,16.192,Museum purchase,18th century,not found in JSON,90.0006,"soapstone, pigment and wood",5270,The Bodhisattva Guanyin with Child,Art Works,not found in JSON,Overall (On Stand): 6 3/8 Ã— 3 3/8 Ã— 2 in. (16.2 Ã— 8.6 Ã— 5.1 cm),not found in JSON,5.08,1,Asia,#c9bfaf
/internal/media/dispatcher/10749/resize%25253Aformat%25253Dthumbnail,9.525,Gift of Stephen Junkunc III,early 18th century,14.605,57.098.001,porcelain and underglaze copper red,3289,Bowl,Containers,not found in JSON,Overall: 3 3/4 x 5 3/4 in. (9.5 x 14.6 cm),Bowl with dragon design.,not found in JSON,1,Asia,#e0e2dc
/internal/media/dispatcher/1036/resize%25253Aformat%25253Dthumbnail,5.08,Gift of Richard Levine through exchange,1736-1795,9.842,90.0007.02,porcelain and cobalt blue glaze,2123,Bowl,Containers,not found in JSON,Overall: 2 x 3 7/8 in. (5.1 x 9.8 cm),not found in JSON,not found in JSON,1,Asia,#aba5a0
/internal/media/dispatcher/984/resize%25253Aformat%25253Dthumbnail,4.128,Gift of Stephen Junkunc III,1662-1722,11.748,66.133.002,porcelain and overglaze enamel,5831,Bowl,Containers,not found in JSON,Overall: 1 5/8 x 4 5/8 in. (4.1 x 11.7 cm),Bowl with floral medallions.,not found in JSON,1,Asia,#7b3a31
/internal/media/dispatcher/1006/resize%25253Aformat%25253Dthumbnail,6.985,Gift of Stephen Junkunc III,1736-1795,14.922,57.076.000,"porcelain, underglaze copper red reserve and copper oxide glaze",6532,Bowl,Containers,not found in JSON,Overall: 2 3/4 x 5 7/8 in. (7 x 14.9 cm),Bowl with phoenix medallion.,not found in JSON,1,Asia,#808670
/internal/media/dispatcher/10757/resize%25253Aformat%25253Dthumbnail,6.668,Gift of Dr. Joseph W. Ballantine,1795-1820,15.558,58.287.002,"porcelain, underglaze cobalt blue and overglaze enamel",7553,Bowl,Containers,not found in JSON,Overall: 2 5/8 x 6 1/8 in. (6.7 x 15.6 cm),Bowl with floral medallions.,not found in JSON,1,Asia,#deddd8
/internal/media/dispatcher/1038/resize%25253Aformat%25253Dthumbnail,5.08,Gift of Richard Levine through exchange,1765-1820,9.842,90.0007.01,porcelain and cobalt blue glaze,7580,Bowl,Containers,not found in JSON,Overall: 2 x 3 7/8 in. (5.1 x 9.8 cm),not found in JSON,not found in JSON,1,Asia,#928c88
/internal/media/dispatcher/10750/resize%25253Aformat%25253Dthumbnail,6.985,Gift of Stephen Junkunc III,1662-1722,14.922,57.098.000,porcelain and underglaze copper red,7625,Bowl,Containers,not found in JSON,Overall: 2 3/4 x 5 7/8 in. (7 x 14.9 cm),Bowl with dragon design.,not found in JSON,1,Asia,#6a493b
/internal/media/dispatcher/1369/resize%25253Aformat%25253Dthumbnail,6.35,Gift of Dr. and Mrs. Joseph Kurstin through exchange,mid 18th century,13.018,89.0046.02,porcelain and overglaze enamel,7944,Bowl,Containers,not found in JSON,Overall: 2 1/2 x 5 1/8 in. (6.4 x 13 cm),"The Chinese have an expression: ""A dragon in the water covers himself with five colors (the rainbow), therefore he is a god. If he desires to become small, he assumes the shape of a silkworm, if he desires to become large he lies hidden in the world. If he desires to ascend, he strives towards the clouds; descend, and he enters a deep well. He whose transformations are not limited are not limited by days and whose ascending and descending are not limited by time, is called a god."" The Australian aborigines talk of the Rainbow Snake, which has the power to create rain. This pair of bowls is painted entirely in polychrome overglaze enamels depicting nine dragons.",not found in JSON,1,Asia,#664636
/internal/media/dispatcher/1368/resize%25253Aformat%25253Dthumbnail,6.35,Gift of Dr. and Mrs. Joseph Kurstin through exchange,1750s,13.018,89.0046.01,porcelain and overglaze enamel,7972,Bowl,Containers,not found in JSON,Overall: 2 1/2 x 5 1/8 in. (6.4 x 13 cm),Bowl with dragon design.,not found in JSON,1,Asia,#704d3d
/internal/media/dispatcher/10758/resize%25253Aformat%25253Dthumbnail,6.668,Gift of Dr. Joseph W. Ballantine,1795-1820,15.24,58.287.001,"porcelain, underglaze cobalt blue and overglaze enamel",7999,Bowl,Containers,not found in JSON,Overall: 2 5/8 x 6 in. (6.7 x 15.2 cm),This bowl with floral medallions was made shortly after the fall of the Qing dynasty in 1911. The four character seal mark on the bottom reads: zhu-jen-tang-zhi or made for the hall where one dwells in benevolence.,not found in JSON,1,Asia,#dfdeda
/internal/media/dispatcher/1026/resize%25253Aformat%25253Dthumbnail,3.492,Gift of Mr. and Mrs. Thomas L. Tatham through exchange,early 18th century,12.192,89.0047,jadite,8947,Bowl,Containers,not found in JSON,Overall: 1 3/8 x 4 13/16 in. (3.5 x 12.2 cm),"The union of the tortoise and the snake symbolizes the north and the Black Emperor. Unlike other directions, the north was never worshipped in pre-dynastic times because it was feared to be the home of the destructive god of the ocean wind. The Han rulers declared that they ruled under the protection of water and the north, and so sacrificed to the Black Emperor. Note the presence of these two creatures on the base of the sculpture of Zhenwu, Lord of the North Cardinal Point (91.0302).",not found in JSON,1,Asia,#5d5843
/internal/media/dispatcher/995/resize%25253Aformat%25253Dthumbnail,5.08,Gift of Stephen Junkunc III,1723-1735,9.842,57.100.000,porcelain and overglaze enamel,10165,Bowl,Containers,not found in JSON,Overall: 2 x 3 7/8 in. (5.1 x 9.8 cm),"Decorated with three fish, possibly carp, in overglaze enamels, this piece wonderfully expresses the Chinese attention to detail and naturalism. On the inside of the bowl the potter applied two to three drops of green glaze, adding this deliberate imperfection to break the realism.",not found in JSON,1,Asia,#e0e0df
/internal/media/dispatcher/9171/resize%25253Aformat%25253Dthumbnail,6.668,Gift of Stephen Junkunc III,1723-1735,14.605,59.052.000,porcelain and overglaze enamel,10351,Bowl,Containers,not found in JSON,Overall: 2 5/8 x 5 3/4 in. (6.7 x 14.6 cm),Bowl with three peonies and a rockery.,not found in JSON,1,Asia,#d0d0ce
/internal/media/dispatcher/1008/resize%25253Aformat%25253Dthumbnail,12.382,Gift of Stephen Junkunc III,early 18th century,23.178,57.080.000,porcelain and underglaze copper red,11008,Bowl,Containers,not found in JSON,Overall: 4 7/8 x 9 1/8 in. (12.4 x 23.2 cm),"With its decoration of fish in a pond, depicted in underglaze copper red, the piece is a powerful study of movement and naturalism. In places the copper red has oxidized to form small green patches, which appear as green algae in the pond. The choice of red was deliberate, since the silted bottom of a fish pond, when disturbed would appear to be a dusty red. A mark on the underside is the ling-chih, the sacred fungus symbolizing immortality. In keeping with the overall aquatic design, the inside of the bowl is decorated with crabs. ""Crab"" is a homophone of the word designating those who passed the metropolitan examinations, which was the first step toward official rank.",not found in JSON,1,Asia,#ae8a89
/internal/media/dispatcher/9172/resize%25253Aformat%25253Dthumbnail,6.668,Gift of Stephen Junkunc III,1723-1735,14.288,59.052.001,porcelain and overglaze enamel,10825,Bowl,Containers,not found in JSON,Overall: 2 5/8 x 5 5/8 in. (6.7 x 14.3 cm),"Bowl depicting a garden with rocks and a mu-tan, or tree peony. This piece bears the six-character reign mark of the emperor Yung-Cheng. Executed in what are called famille rose enamels, after the predominatly rose or pink palette, these bowls are painted entirely in overglaze enamels. Historians consider this ware to be one of the apogees of Chinese ceramic art.",not found in JSON,1,Asia,#d3cfd0
/internal/media/dispatcher/3883/resize%25253Aformat%25253Dthumbnail,9.842,"Gift of Mary and Hunt Deutsch, 2002-2003 President of the University of Miami Alumni Association and member of the Board of Trustees, in honor of Julia and William Deutsch, a University of Miami student",1821-1850,17.78,2002.66.8,porcelain and overglaze enamel,15366,Bowl,Containers,Artist Unknown,Overall: 3 7/8 x 7 in. (9.8 x 17.8 cm),Bowl with lotus design.,not found in JSON,1,Asia,#a4988e
/internal/media/dispatcher/3885/resize%25253Aformat%25253Dthumbnail,5.715,"Gift of Mary and Hunt Deutsch, 2002-2003 President of the University of Miami Alumni Association and member of the Board of Trustees, in honor of Julia and William Deutsch, a University of Miami student",1796-1820,10.795,2002.66.10,"porcelain, overglaze cobalt blue and reserve enamel",15576,Bowl,Containers,Artist Unknown,Overall: 2 1/4 x 4 1/4 in. (5.7 x 10.8 cm),Bowl with flowering prunus.,not found in JSON,1,Asia,#aeaaa3
/internal/media/dispatcher/21940/resize%25253Aformat%25253Dthumbnail,13.0175260351,"Gift of Brian A. Dursum in memory of Richard Namon, Sr.",late 19th century,not found in JSON,2012.22.6,"wood, lacquer and brass",26332,Box,Containers,Artist Unknown,Overall: 5 1/8 x 10 7/8 x 6 1/8 in. (13 x 27.6 x 15.6 cm),not found in JSON,15.5575311151,1,Asia,#693016
/internal/media/dispatcher/21925/resize%25253Aformat%25253Dthumbnail,8.25501651,Gift of Dr. Marcilene Wittmer,not dated,not found in JSON,2012.21.3,nickel silver and cotton thread,26497,Bracelet,"Clothing, Accessories and Jewelry",Artist Unknown,Overall: 3 1/4 Ã— 3 1/4 Ã— 3 in. (8.3 Ã— 8.3 Ã— 7.6 cm),Cuff-style bracelet worn on the upper arm.,7.62001524,not found in JSON,Asia,#b9aa8a
/internal/media/dispatcher/1015/resize%25253Aformat%25253Dthumbnail,10.16,Gift of Stephen Junkunc III,late 18th or early 19th century,not found in JSON,57.078.000,bamboo,6078,Brush Pot (Bi-tong),Containers,Artist Unknown,Overall: 4 x 3 7/8 x 4 1/8 in. (10.2 x 9.8 x 10.5 cm),not found in JSON,10.478,1,Asia,#e9e9ea
/internal/media/dispatcher/10353/resize%25253Aformat%25253Dthumbnail,7.938,Gift of Stephen Junkunc III,18th century,5.715,69.038.001,jade,7829,Brush Pot (Bi-tong),Containers,not found in JSON,Overall: 3 1/8 x 2 1/4 in. (7.9 x 5.7 cm),not found in JSON,not found in JSON,1,Asia,#cccdc4
/internal/media/dispatcher/1268/resize%25253Aformat%25253Dthumbnail,15.875,Gift of Dr. Ralph Parisi,late 17th century,19.05,2000.050.03,porcelain and underglaze cobalt blue,13409,Brush Pot (Bitong),Containers,Artist Unknown,Overall: 6 1/4 x 7 1/2 in. (15.9 x 19.1 cm),"The decorative subject matter on this pot is especially appropriate for the scholarâ€™s desk. It illustrates a scene from one of Chinaâ€™s most important prose poems, The Red Cliff. The author, Su Dongbo or Su Shi (1037-1101), lived during the end of the Northern Song Dynasty (960-1127). Not only was Su Shi a leading literary figure, he was also a prominent artist and closely identified with the literati rather than the court approach to painting. He was not only a practitioner but also an art theorist, who advocated that painting did not need formal likeness but should appear to be spontaneous in execution. He also felt that painting needed to be grounded in the achievements of recognized past masters. The Red Cliff poems were the subject a number of paintings from the late Northern Song Dynasty on. The boating scene depicted is referred to in the poem. As a vessel made for the literati, the four-character mark applied to the bottom of the pot, wen zhang shan dou (Writings earning great respect), is especially apt. It has been speculated that this mark appears exclusively on blue and white brush pots of the Kangxi period painted with landscapes and figures. A brush pot with a similar mark dated to the Kangxi period is illustrated in Popular Pottery and Enameled Porcelain of the Qing Period. There are two brush pots of roughly the same size as the Loweâ€™s bearing this mark in the collection of the Shanghai Museum of Art, both having narrative style paintings. One has a long prose inscription, Ode of the Autumn Sound. With three such extant examples, one can speculate that the wen zhang shan dou mark may not have been reserved for brush pots of this scale.",not found in JSON,1,Asia,#848a89
/internal/media/dispatcher/1025/resize%25253Aformat%25253Dthumbnail,4.128,Gift of Stephen Junkunc III,18th century,not found in JSON,57.084.000,jade,7969,Brush Washer,Containers,not found in JSON,Overall: 1 5/8 x 4 3/8 x 3 1/2 in. (4.1 x 11.1 x 8.9 cm),"Brush pot with flower, leaf and cicada design.",8.89,1,Asia,#c0bfb5
/internal/media/dispatcher/21642/resize%25253Aformat%25253Dthumbnail,2.54000508,Bequest of Mrs. Jane Franklin Beal,late 19th century,not found in JSON,2012.15.17,porcelain and underglaze cobalt blue,25932,Brush Washer,Containers,Artist Unknown,Overall: 1 x 8 3/8 x 7 3/4 in. (2.5 x 21.3 x 19.7 cm),"Brush washer with ""three friends of winter"" design.",19.6850393701,1,Asia,#d5d8dc
/internal/media/dispatcher/95/resize%25253Aformat%25253Dthumbnail,"[140.97, 125.095]",Acquired through exchange,19th century,not found in JSON,94.0067.02,ink and colors on paper,11879,"Buddha and Attendant Bodhisattvas, Luohan and Digpalas",Art Works,Artist Unknown,Sight: 49 1/4 x 60 in. (125.1 x 152.4 cm)Framed: 55 1/2 x 66 1/4 x 2 in. (141 x 168.3 x 5.1 cm),"To the immediate right of the Buddha is the Bodhisattva, Padmapani. To his right is the Bodhisattva, Avalokiteshvara. To Buddha's left is the Bodhisattva Vajrapani. In each of the four corners, starting from the upper left is the digpala, Virupaksa, guardian of the west. He is also known as the guardian of Buddhist relics. He is the lord of the Nagas: snakes. In the upper right is Dhritarastra, the guardian of the east. He is the lord over the Ghandarvas, celestial musicians who float in the air. On the bottom right is Virudhaka, the guardian of the south. He is the lord over Kumbhandas, dwarves with the faces of buffalos. On the bottom left is Jambhala, also known as Vaishravana or Kubera, the guardian of the north. He is also known as the separate god of wealth and prosperity. He is lord of the yakshas. In the back central area are a host of lohan or holy ones.",5.08,1,Asia,#8b623f
/internal/media/dispatcher/3334/resize%25253Aformat%25253Dthumbnail,"[29.21, 34.608]",Gift of Denise and Jeffrey Figiel,early 19th century,not found in JSON,2002.43.8,ink on paper,14691,Buddhist Text,Information Forms,Artist Unknown,Sight: 11 1/2 x 58 1/4 in. (29.2 x 148 cm)Framed: 13 5/8 x 60 3/4 x 1 in. (34.6 x 154.3 x 2.5 cm),"The presence of the word fou throughout this text indicates that this document is a Buddhist text, possibly a dedication. The calligraphy is executed in the running grass script. It has three seals: the first one at the opening of the text indicates a studio name; of the last two, the first is a family or personal name, and the last one, which is partly obliterated, is presently indecipherable.",2.54,1,Asia,#c8c5bb
/internal/media/dispatcher/2394/resize%25253Aformat%25253Dthumbnail,11.43,Gift of Sandford I. Gadient,1880-1910,14.922,2001.62.1,glass,14596,Cache Pot,Containers,Artist Unknown,Overall: 4 1/2 x 5 7/8 in. (11.4 x 14.9 cm),not found in JSON,not found in JSON,1,Asia,#928481
/internal/media/dispatcher/96/resize%25253Aformat%25253Dthumbnail,17.145,Gift of Julia-Shaine Shepps,16th or 17th century,not found in JSON,91.03,"soapstone, lacquer and gilding",24265,"Cai Shen, God of Wealth",Art Works,Artist Unknown,Overall: 6 3/4 x 4 7/8 x 2 3/4 in. (17.1 x 12.4 x 7 cm),"Nothing is known of this mythic figure. He is said to have lived on earth as a hermit and to have the power to ride on a black tiger. He purportedly fought for King Wu, founder of the Zhou Dynasty, against the last ruler of the Shang, Zhou Xin. He was killed by sorcery and later immortalized as the god of riches.",6.985,1,Asia,#b6aea9
/internal/media/dispatcher/14587/resize%25253Aformat%25253Dthumbnail,3.81,Gift of Brian A. Dursum,ca. 1700,30.48,2006.37.8,"porcelain, underglaze cobalt blue and overglaze enamel",18421,Charger,Containers,Artist Unknown,Overall: 1 1/2 x 12 in. (3.8 x 30.5 cm),"This large charger is decorated overall with scrolling floral designs in direct imitation of Japanese Imari ware, which was being produced for the European market in the late 17th and early 18th centuries. Taking advantage of the confusion in China in the mid to late 17th century and the decline in the availability of fine Chinese porcelain for the growing European market, the Japanese, with the help of Korean potter prisoners, established kilns in the Arita area in an effort to capture some of the market. The Chinese had re-established full control of the kilns by the late 17th century and were able, due to their larger production capacity, to displace the Japanese from the market by the early 18th century. The imari design, however, was so popular in Europe at the time, that the Chinese imitated it in order to re-establish their control of the porcelain trade.",not found in JSON,1,Asia,#bbbcbc
/internal/media/dispatcher/21683/resize%25253Aformat%25253Dthumbnail,4.127508255,Bequest of Mrs. Jane Franklin Beal,17th century,34.9250698501,2012.15.56,porcelain and tin glaze,25974,Charger,Containers,Artist Unknown,Overall: 1 5/8 x 13 3/4 in. (4.1 x 34.9 cm),Delftware charger with garden scene and tasseled swag borders.,not found in JSON,1,Asia,#9aaea6
/internal/media/dispatcher/21949/resize%25253Aformat%25253Dthumbnail,"[171.4503429007, 80.9626619253]",Museum purchase,ca. 1827,not found in JSON,2013.1.1,ink and colors on paper,26562,Chinese Courtesan and Attendant,Art Works,Tanomura Chikuden,Sight: 31 7/8 Ã— 10 5/8 in. (81 Ã— 27 cm)Overall: 67 1/2 Ã— 15 3/4 in. (171.5 Ã— 40 cm),not found in JSON,not found in JSON,1,Asia,#a69874
/internal/media/dispatcher/4151/resize%25253Aformat%25253Dthumbnail,"[66.675, 251.46]",Gift of Stephen Junkunc III,1686,not found in JSON,73.029.001,ink on paper,1193,Chinese Hibiscus,Art Works,Wang Wu,Sight: 26 1/4 x 18 1/4 in. (66.7 x 46.4 cm)Overall: 99 x 25 in. (251.5 x 63.5 cm),not found in JSON,not found in JSON,1,Asia,#baab9e
/internal/media/dispatcher/11782/resize%25253Aformat%25253Dthumbnail,23.495,Gift of Michael McEachen,ca. 1790,not found in JSON,2005.36.3A-B,"porcelain, underglaze cobalt blue and gilding",17841,Chocolate or Coffee Pot,Containers,Artist Unknown,Overall: 9 1/4 x 6 5/8 x 5 in. (23.5 x 16.8 x 12.7 cm),"This coffee of chocolate pot is executed in a whimsical style that was extremely popular in the English market, from where it was transshipped to the English colonies in America. The design includes a Chinese style pagoda on a terrace with a willow tree near a river or possibly a lake. The style probably inspired what the Europeans would term ""Willow Ware."" The vogue for Chinese ceramics started as early as the 16th century with major collections being gathered by European royal families and the wealthy to decorate their homes. This rage for things Chinese is called Chinoiserie, which reached its zenith in the first quarter of the 18th century.",12.7,1,Asia,#9a9897
/internal/media/dispatcher/21641/resize%25253Aformat%25253Dthumbnail,16.8275336551,Bequest of Mrs. Jane Franklin Beal,18th century,not found in JSON,2012.15.16,porcelain and tin glaze,25931,Chocolate Pot,Containers,Artist Unknown,Overall: 6 5/8 x 5 1/2 x 4 in. (16.8 x 14 x 10.2 cm),"Delftware covered chocolate pot with bulbous body, tapered mouth, loop handle, dome lid with sphere finial, and Chinese garden design with pagoda.",10.16002032,1,Asia,#1d1d28
/internal/media/dispatcher/20611/resize%25253Aformat%25253Dthumbnail,"[127.6352552705, 180.3403606807]",Museum purchase through the Thea Katzenstein Art Acquisition Endowment Fund,first half of the 19th century,not found in JSON,2010.22.9,ink on paper,22381,Chrysanthemum (Kiku),Art Works,Tani BunchÅ�,Sight: 50 1/4 x 21 1/2 in. (127.6 x 54.6 cm)Overall: 71 x 24 3/4 in. (180.3 x 62.9 cm),"Scroll painting of sumi on paper with a gray-blue paper damask mounting and white-silver ichimonji wooden rollers, most probably taken from a screen and re-mounted.",not found in JSON,1,Asia,#dfd6bc
/internal/media/dispatcher/21686/resize%25253Aformat%25253Dthumbnail,22.8600457201,Bequest of Mrs. Jane Franklin Beal,ca. 1755,not found in JSON,2012.15.59,porcelain and overglaze enamels,25977,Coffee Pot,Containers,Artist Unknown,Overall: 9 x 7 1/2 x 5 1/8 in. (22.9 x 19.1 x 13 cm),"Armorial coffee pot and lid with large coat-of-arms beneath a swag border of famille rose scrollwork, mask base spout, ear-shaped handle, and dome lid with orb finial.",13.0175260351,1,Asia,#1d1d14
/internal/media/dispatcher/3884/resize%25253Aformat%25253Dthumbnail,10.478,"Gift of Mary and Hunt Deutsch, 2002-2003 President of the University of Miami Alumni Association and member of the Board of Trustees, in honor of Julia and William Deutsch, a University of Miami student",1821-1850,11.748,2002.66.9,porcelain and overglaze enamel,15409,Covered Bowl,Containers,Artist Unknown,Overall: 4 1/8 x 4 5/8 in. (10.5 x 11.7 cm),Covered bowl with lotus design.,not found in JSON,1,Asia,#90847e
/internal/media/dispatcher/11994/resize%25253Aformat%25253Dthumbnail,6.032,Gift of Nicholas Pisaris,19th century,8.89,2008.12.1A-B,silver alloy,18244,Covered Box,Containers,Artist Unknown,Overall: 2 3/8 x 3 1/2 in. (6 x 8.9 cm),not found in JSON,not found in JSON,1,Asia,#686254
/internal/media/dispatcher/14586/resize%25253Aformat%25253Dthumbnail,9.525,Gift of Brian A. Dursum,ca. 1876,8.89,2006.37.7,porcelain and overglaze enamel,18420,Covered Box,Containers,Artist Unknown,Overall: 3 3/4 x 3 1/2 in. (9.5 x 8.9 cm),This small covered box has a reticulated cover and the ensemble is in remarkable good condition. The Eagle on the front of the box would indicate that the piece was possibly made for export to the newly established U. S. market; but clearly examples of this ware were also imported into England.,not found in JSON,1,Asia,#aba7a1
